Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
16366.0,C++,C++,MySQL,PostgreSQL,iOS,iOS,React.js,React.js,Android Studio
16368.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Spring,ASP.NET,IntelliJ
16370.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,AWS,Express,React.js,Atom
16372.0,Java,Java,MySQL,MongoDB,Android,Android,jQuery,React.js,Android Studio
16373.0,Assembly,Assembly,MariaDB,Elasticsearch,Android,Android,jQuery,jQuery,Emacs
16375.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Heroku,AWS,ASP.NET,ASP.NET,Notepad++
16379.0,Dart,Dart,MongoDB,MongoDB,Android,Android,Express,Angular/Angular.js,Android Studio
16380.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Raspberry Pi,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
16382.0,HTML/CSS,Java,Oracle,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
16386.0,Bash/Shell/PowerShell,C#,MariaDB,MariaDB,Linux,Android,ASP.NET,React.js,Emacs
16387.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Atom
16389.0,C#,C#,Microsoft SQL Server,PostgreSQL,Microsoft Azure,Windows,ASP.NET,ASP.NET,Visual Studio
16393.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,Angular/Angular.js,Android Studio
16395.0,HTML/CSS,Clojure,Elasticsearch,Elasticsearch,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
16396.0,Bash/Shell/PowerShell,HTML/CSS,Couchbase,DynamoDB,AWS,Android,Angular/Angular.js,Express,IntelliJ
16399.0,HTML/CSS,HTML/CSS,Other(s):,PostgreSQL,Other(s):,Other(s):,jQuery,Angular/Angular.js,Atom
16402.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
16403.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,PostgreSQL,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Sublime Text
16407.0,Bash/Shell/PowerShell,JavaScript,Microsoft SQL Server,Cassandra,Linux,Android,jQuery,Angular/Angular.js,Android Studio
16411.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Express,Express,IntelliJ
16412.0,Java,Go,DynamoDB,Cassandra,AWS,Arduino,Django,Django,PyCharm
16414.0,C#,Python,Microsoft SQL Server,Firebase,Windows,Docker,ASP.NET,Angular/Angular.js,IntelliJ
16417.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Docker,jQuery,React.js,Visual Studio Code
16418.0,Bash/Shell/PowerShell,C++,MySQL,MongoDB,AWS,AWS,Flask,Flask,Emacs
16419.0,Bash/Shell/PowerShell,WebAssembly,MariaDB,Other(s):,Arduino,Linux,Angular/Angular.js,Flask,IntelliJ
16423.0,HTML/CSS,Assembly,MongoDB,MongoDB,AWS,AWS,Drupal,Angular/Angular.js,Sublime Text
16424.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,AWS,AWS,Django,Django,IPython / Jupyter
16428.0,Bash/Shell/PowerShell,C#,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
16430.0,C++,C++,Elasticsearch,Cassandra,Docker,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
16432.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Docker,Drupal,Express,IntelliJ
16434.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,Android,Express,Express,Visual Studio Code
16436.0,C#,C#,Microsoft SQL Server,Couchbase,Linux,AWS,ASP.NET,Angular/Angular.js,Notepad++
16439.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,AWS,Angular/Angular.js,Django,Notepad++
16441.0,HTML/CSS,C#,Elasticsearch,Elasticsearch,Android,Android,jQuery,ASP.NET,Atom
16442.0,C#,Go,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,React.js,Android Studio
16443.0,HTML/CSS,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
16444.0,C++,C#,SQLite,Microsoft SQL Server,Android,Windows,React.js,React.js,Visual Studio
16445.0,C#,C#,Oracle,PostgreSQL,Windows,Docker,ASP.NET,Flask,Sublime Text
16446.0,Assembly,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Linux,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
16447.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
16450.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Android,Android,Express,Express,Android Studio
16451.0,C#,C#,SQLite,SQLite,Windows,Windows,ASP.NET,Angular/Angular.js,Visual Studio
16452.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,PostgreSQL,Android,Android,ASP.NET,ASP.NET,Notepad++
16454.0,Python,Python,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,jQuery,React.js,IPython / Jupyter
16458.0,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,AWS,Arduino,Ruby on Rails,Ruby on Rails,Vim
16460.0,C#,C#,Microsoft SQL Server,MariaDB,MacOS,Android,ASP.NET,ASP.NET,Notepad++
16462.0,HTML/CSS,Java,PostgreSQL,Firebase,Android,Android,Express,Express,IntelliJ
16465.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Google Cloud Platform,AWS,jQuery,React.js,Atom
16466.0,Java,Kotlin,Firebase,Firebase,Android,Android,jQuery,React.js,Android Studio
16467.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Arduino,Arduino,jQuery,React.js,Eclipse
16469.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Sublime Text
16471.0,Java,Go,MongoDB,Cassandra,AWS,AWS,Flask,Flask,IntelliJ
16472.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16474.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,MacOS,Android,jQuery,React.js,Notepad++
16475.0,HTML/CSS,HTML/CSS,MySQL,MariaDB,Linux,Linux,Angular/Angular.js,Angular/Angular.js,NetBeans
16476.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Firebase,iOS,Android,jQuery,Angular/Angular.js,Xcode
16477.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Other(s):,Android,Android,Angular/Angular.js,React.js,Visual Studio
16478.0,HTML/CSS,HTML/CSS,MySQL,MySQL,iOS,Android,Angular/Angular.js,Drupal,Atom
16480.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,PostgreSQL,Windows,Docker,jQuery,Angular/Angular.js,Notepad++
16484.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Visual Studio
16486.0,C#,C#,Firebase,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
16489.0,C#,Dart,Firebase,Firebase,Android,Android,jQuery,React.js,Android Studio
16490.0,C++,C++,Cassandra,PostgreSQL,Android,Android,React.js,React.js,Atom
16492.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,ASP.NET,ASP.NET,Emacs
16497.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,PHPStorm
16498.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Arduino,Android,jQuery,Angular/Angular.js,IntelliJ
16499.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,Docker,Linux,Django,Django,Eclipse
16501.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Android,Android,jQuery,React.js,Android Studio
16503.0,C++,HTML/CSS,Other(s):,Microsoft SQL Server,Windows,Microsoft Azure,jQuery,Angular/Angular.js,Notepad++
16506.0,Bash/Shell/PowerShell,Elixir,Elasticsearch,Elasticsearch,Docker,Docker,Ruby on Rails,Ruby on Rails,Vim
16507.0,Assembly,Assembly,Elasticsearch,Elasticsearch,Arduino,Arduino,jQuery,React.js,IPython / Jupyter
16509.0,Assembly,Bash/Shell/PowerShell,MongoDB,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
16512.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,Docker,Angular/Angular.js,React.js,Emacs
16519.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
16520.0,HTML/CSS,Java,MariaDB,MariaDB,Docker,Docker,Express,Django,NetBeans
16523.0,HTML/CSS,Go,Elasticsearch,PostgreSQL,Windows,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
16525.0,Assembly,C,Firebase,PostgreSQL,Android,AWS,Angular/Angular.js,Flask,Eclipse
16526.0,Bash/Shell/PowerShell,HTML/CSS,Microsoft SQL Server,DynamoDB,AWS,Android,Flask,Angular/Angular.js,IPython / Jupyter
16528.0,Bash/Shell/PowerShell,Java,Couchbase,PostgreSQL,AWS,AWS,Angular/Angular.js,Express,IntelliJ
16530.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Android,jQuery,React.js,IntelliJ
16533.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,jQuery,React.js,PHPStorm
16536.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Docker,ASP.NET,Angular/Angular.js,Eclipse
16537.0,C,Dart,MariaDB,Firebase,Android,Android,jQuery,Angular/Angular.js,Android Studio
16538.0,Scala,Scala,Cassandra,PostgreSQL,Docker,Linux,jQuery,React.js,Emacs
16540.0,Assembly,Bash/Shell/PowerShell,MariaDB,Oracle,Android,Docker,jQuery,Django,PyCharm
16542.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
16543.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,React.js,Visual Studio Code
16547.0,Assembly,C#,MariaDB,Firebase,Android,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
16550.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
16552.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express,Atom
16554.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,AWS,Express,Express,Atom
16557.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
16559.0,Java,Java,Microsoft SQL Server,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
16561.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,AWS,Linux,Django,Flask,Atom
16565.0,C#,C#,MySQL,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16566.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Docker,Android,ASP.NET,ASP.NET,Vim
16569.0,Bash/Shell/PowerShell,F#,Cassandra,Cassandra,AWS,Kubernetes,React.js,React.js,Emacs
16570.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Heroku,AWS,Express,Drupal,Atom
16572.0,Bash/Shell/PowerShell,Clojure,MariaDB,Firebase,Linux,Android,Other(s):,Laravel,Android Studio
16573.0,HTML/CSS,F#,DynamoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Express,IntelliJ
16574.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,ASP.NET,Django,Android Studio
16576.0,Bash/Shell/PowerShell,Go,Firebase,Firebase,Heroku,Android,jQuery,jQuery,Sublime Text
16580.0,C#,HTML/CSS,Microsoft SQL Server,PostgreSQL,iOS,iOS,ASP.NET,React.js,Sublime Text
16581.0,Java,Java,Firebase,Firebase,Android,Android,Flask,Flask,Android Studio
16588.0,HTML/CSS,Go,MySQL,MySQL,AWS,AWS,Express,Express,PHPStorm
16592.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,Django,Vue.js,Emacs
16593.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
16598.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,ASP.NET,Visual Studio
16601.0,Bash/Shell/PowerShell,C++,Elasticsearch,Elasticsearch,Android,Android,ASP.NET,React.js,Android Studio
16602.0,Bash/Shell/PowerShell,Scala,MySQL,PostgreSQL,Linux,Linux,jQuery,Spring,IntelliJ
16605.0,C#,C#,Elasticsearch,Elasticsearch,Docker,Android,ASP.NET,Angular/Angular.js,Sublime Text
16606.0,HTML/CSS,Java,MySQL,Cassandra,Docker,Docker,Spring,Angular/Angular.js,IntelliJ
16607.0,HTML/CSS,C,MySQL,MongoDB,Android,Android,jQuery,ASP.NET,Android Studio
16614.0,C#,Python,MongoDB,Redis,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
16615.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,Docker,jQuery,jQuery,Eclipse
16616.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Linux,Django,Django,Vim
16619.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
16620.0,Bash/Shell/PowerShell,Ruby,MySQL,PostgreSQL,Docker,Linux,Ruby on Rails,Ruby on Rails,Notepad++
16621.0,C#,C#,Oracle,Microsoft SQL Server,Microsoft Azure,Docker,ASP.NET,ASP.NET,Notepad++
16622.0,C#,C#,Elasticsearch,Elasticsearch,AWS,Google Cloud Platform,ASP.NET,Angular/Angular.js,Visual Studio
16625.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,Docker,Docker,jQuery,jQuery,Vim
16626.0,Assembly,C,Firebase,Firebase,Android,Android,Laravel,Django,Android Studio
16628.0,C#,Bash/Shell/PowerShell,MariaDB,MongoDB,Docker,Docker,ASP.NET,Angular/Angular.js,Visual Studio
16634.0,JavaScript,JavaScript,MongoDB,MongoDB,Arduino,Arduino,Angular/Angular.js,Vue.js,Visual Studio Code
16638.0,C++,C++,MySQL,MySQL,Linux,Android,jQuery,jQuery,Eclipse
16642.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Spring,Angular/Angular.js,IntelliJ
16646.0,Bash/Shell/PowerShell,JavaScript,Microsoft SQL Server,PostgreSQL,AWS,Kubernetes,ASP.NET,React.js,Atom
16650.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Firebase,AWS,AWS,Django,Flask,Vim
16651.0,HTML/CSS,HTML/CSS,MariaDB,MongoDB,Arduino,Linux,ASP.NET,jQuery,Sublime Text
16653.0,C#,HTML/CSS,Elasticsearch,Elasticsearch,Android,Arduino,Express,Express,Notepad++
16655.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,Angular/Angular.js,Visual Studio
16656.0,Java,Java,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,Spring,IntelliJ
16657.0,Assembly,Assembly,Oracle,Microsoft SQL Server,Windows,Android,ASP.NET,ASP.NET,Android Studio
16658.0,C++,C++,MongoDB,MariaDB,Linux,Android,Flask,Flask,IPython / Jupyter
16659.0,Bash/Shell/PowerShell,C,Firebase,MariaDB,Linux,Android,Flask,Flask,Vim
16660.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Linux,Linux,Django,jQuery,IntelliJ
16661.0,C#,HTML/CSS,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16665.0,HTML/CSS,HTML/CSS,MariaDB,DynamoDB,AWS,AWS,Angular/Angular.js,Express,Vim
16668.0,C++,C++,MariaDB,MariaDB,Docker,Docker,jQuery,jQuery,Sublime Text
16669.0,HTML/CSS,C,Microsoft SQL Server,PostgreSQL,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
16670.0,Elixir,TypeScript,Elasticsearch,MongoDB,Android,Docker,React.js,Django,Android Studio
16672.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,AWS,AWS,jQuery,Flask,Vim
16680.0,JavaScript,JavaScript,Elasticsearch,Cassandra,Android,AWS,ASP.NET,React.js,Android Studio
16681.0,C,C,Microsoft SQL Server,Microsoft SQL Server,Arduino,Windows,ASP.NET,React.js,Notepad++
16684.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16685.0,Java,Java,MySQL,PostgreSQL,Linux,Linux,Spring,Spring,Eclipse
16686.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Google Cloud Platform,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
16687.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,Angular/Angular.js,Notepad++
16689.0,HTML/CSS,C++,Firebase,MongoDB,Heroku,AWS,Django,Express,Atom
16692.0,Ruby,Ruby,Elasticsearch,Elasticsearch,Docker,Docker,Ruby on Rails,Ruby on Rails,Visual Studio Code
16695.0,HTML/CSS,Dart,Firebase,Cassandra,Android,Android,Django,Angular/Angular.js,Android Studio
16696.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Android,Django,Django,Atom
16700.0,HTML/CSS,HTML/CSS,MySQL,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
16703.0,C#,HTML/CSS,Microsoft SQL Server,Redis,Android,Linux,Angular/Angular.js,React.js,Android Studio
16709.0,Bash/Shell/PowerShell,C#,Couchbase,Elasticsearch,AWS,Docker,Django,Django,Vim
16710.0,Java,Java,MariaDB,MariaDB,Docker,Linux,React.js,React.js,Eclipse
16712.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Android,ASP.NET,ASP.NET,Notepad++
16718.0,Bash/Shell/PowerShell,Erlang,Elasticsearch,PostgreSQL,Arduino,Arduino,Angular/Angular.js,React.js,IntelliJ
16719.0,C#,Go,Microsoft SQL Server,Cassandra,Arduino,Android,Angular/Angular.js,Angular/Angular.js,PyCharm
16722.0,C#,C#,Microsoft SQL Server,MongoDB,Heroku,Docker,ASP.NET,ASP.NET,PyCharm
16732.0,HTML/CSS,Dart,Cassandra,Cassandra,Kubernetes,Kubernetes,Angular/Angular.js,Express,Sublime Text
16735.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
16737.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
16738.0,JavaScript,Elixir,MongoDB,Elasticsearch,Docker,Docker,ASP.NET,Express,Vim
16741.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Slack,Docker,Angular/Angular.js,ASP.NET,Notepad++
16742.0,Bash/Shell/PowerShell,C#,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
16743.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Other(s):,AWS,AWS,jQuery,React.js,Emacs
16745.0,C#,C#,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16746.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Docker,Drupal,Laravel,IntelliJ
16748.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,jQuery,React.js,IPython / Jupyter
16754.0,HTML/CSS,C,MySQL,Firebase,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
16756.0,Bash/Shell/PowerShell,Dart,Cassandra,Cassandra,Android,AWS,Spring,Angular/Angular.js,Android Studio
16757.0,Bash/Shell/PowerShell,Clojure,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
16759.0,C#,JavaScript,MongoDB,MongoDB,Microsoft Azure,AWS,Angular/Angular.js,Express,Notepad++
16760.0,Bash/Shell/PowerShell,C#,PostgreSQL,PostgreSQL,Arduino,Arduino,Spring,Spring,IntelliJ
16761.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
16765.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Docker,Angular/Angular.js,ASP.NET,Notepad++
16769.0,HTML/CSS,Kotlin,Elasticsearch,PostgreSQL,Kubernetes,Linux,Angular/Angular.js,Spring,IntelliJ
16772.0,C,C#,Elasticsearch,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16773.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,React.js,Notepad++
16774.0,C#,C#,MongoDB,MongoDB,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
16775.0,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,AWS,Docker,Flask,Flask,Atom
16777.0,C#,C#,Microsoft SQL Server,MongoDB,Android,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
16779.0,HTML/CSS,Go,Elasticsearch,Cassandra,Linux,Docker,Ruby on Rails,Flask,RubyMine
16780.0,Assembly,HTML/CSS,Firebase,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
16781.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Eclipse
16783.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,PostgreSQL,Arduino,Arduino,jQuery,React.js,Sublime Text
16784.0,HTML/CSS,HTML/CSS,Elasticsearch,Firebase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
16787.0,HTML/CSS,HTML/CSS,MongoDB,PostgreSQL,Linux,Linux,jQuery,React.js,Sublime Text
16788.0,Elixir,Elixir,Elasticsearch,PostgreSQL,Arduino,Android,Angular/Angular.js,React.js,Sublime Text
16796.0,C,C,Elasticsearch,MariaDB,AWS,AWS,Flask,React.js,IntelliJ
16800.0,HTML/CSS,HTML/CSS,Couchbase,Couchbase,Docker,Docker,Flask,Vue.js,Notepad++
16801.0,C#,C#,Microsoft SQL Server,Firebase,Android,Linux,ASP.NET,Django,Android Studio
16804.0,C#,F#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,ASP.NET,ASP.NET,Visual Studio
16805.0,Java,JavaScript,MySQL,Couchbase,Android,iOS,jQuery,React.js,Android Studio
16807.0,Elixir,HTML/CSS,PostgreSQL,PostgreSQL,iOS,iOS,React.js,React.js,Visual Studio Code
16809.0,Java,Go,Cassandra,Cassandra,Linux,AWS,Angular/Angular.js,React.js,Atom
16810.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
16811.0,C#,C#,MariaDB,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,IntelliJ
16812.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Couchbase,Android,AWS,Angular/Angular.js,Angular/Angular.js,Atom
16813.0,Bash/Shell/PowerShell,Go,Elasticsearch,PostgreSQL,AWS,Docker,Other(s):,Other(s):,Visual Studio Code
16816.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,Angular/Angular.js,Notepad++
16819.0,Bash/Shell/PowerShell,Java,MariaDB,MariaDB,Linux,Linux,jQuery,React.js,Eclipse
16822.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Docker,AWS,Angular/Angular.js,Laravel,IntelliJ
16827.0,Bash/Shell/PowerShell,Go,Firebase,Firebase,AWS,Android,Express,Other(s):,Atom
16831.0,C#,C#,Elasticsearch,Elasticsearch,AWS,Docker,ASP.NET,ASP.NET,Visual Studio
16840.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Arduino,Arduino,jQuery,React.js,Eclipse
16841.0,C,C#,MySQL,Microsoft SQL Server,Docker,Linux,Angular/Angular.js,React.js,Visual Studio
16843.0,C#,C#,Microsoft SQL Server,Cassandra,Slack,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
16844.0,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
16847.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,PostgreSQL,Android,Android,Angular/Angular.js,React.js,Visual Studio Code
16848.0,HTML/CSS,Elixir,PostgreSQL,PostgreSQL,IBM Cloud or Watson,Android,Angular/Angular.js,jQuery,Sublime Text
16852.0,C,HTML/CSS,Microsoft SQL Server,MongoDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
16853.0,Java,Python,Couchbase,PostgreSQL,Windows,Windows,jQuery,React.js,IPython / Jupyter
16855.0,C++,Assembly,MySQL,PostgreSQL,Docker,Docker,jQuery,React.js,Sublime Text
16856.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Android,Android,jQuery,React.js,Android Studio
16857.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,Docker,Docker,Express,Angular/Angular.js,IntelliJ
16858.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,MySQL,AWS,Docker,jQuery,Django,Atom
